time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-23 00:00:00+00:00,,,28,14
2024-11-24 00:00:00+00:00,2.0,1.0,33,12
2024-11-25 00:00:00+00:00,3.0,1.0,30,6
2024-11-26 00:00:00+00:00,,,30,13
2024-11-27 00:00:00+00:00,1.0,1.0,54,11
2024-11-28 00:00:00+00:00,,,37,11
2024-11-29 00:00:00+00:00,,,102,13
2024-11-30 00:00:00+00:00,,,29,8
2024-12-01 00:00:00+00:00,3.0,2.0,49,7
2024-12-02 00:00:00+00:00,1.0,1.0,44,14
2024-12-03 00:00:00+00:00,6.0,2.0,20,7
2024-12-04 00:00:00+00:00,1.0,1.0,94,9
2024-12-05 00:00:00+00:00,,,36,9
2024-12-06 00:00:00+00:00,,,11,4
