time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-30 00:00:00+00:00,1,1,15,8
2025-10-31 00:00:00+00:00,13,3,41,13
2025-11-01 00:00:00+00:00,4,4,43,16
2025-11-02 00:00:00+00:00,1,1,31,12
2025-11-03 00:00:00+00:00,6,2,62,19
2025-11-04 00:00:00+00:00,16,4,43,14
2025-11-05 00:00:00+00:00,6,3,24,13
2025-11-06 00:00:00+00:00,16,5,38,15
2025-11-07 00:00:00+00:00,6,5,34,13
2025-11-08 00:00:00+00:00,10,4,49,13
2025-11-09 00:00:00+00:00,2,2,40,12
2025-11-10 00:00:00+00:00,12,6,36,11
2025-11-11 00:00:00+00:00,3,2,12,7
2025-11-12 00:00:00+00:00,2,1,39,12
