time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-23 00:00:00+00:00,6,6,7,5
2025-08-24 00:00:00+00:00,2,2,13,6
2025-08-25 00:00:00+00:00,1,1,22,8
2025-08-26 00:00:00+00:00,1,1,19,6
2025-08-27 00:00:00+00:00,1,1,15,7
2025-08-28 00:00:00+00:00,4,4,26,10
2025-08-29 00:00:00+00:00,5,5,19,8
2025-08-30 00:00:00+00:00,2,2,7,7
2025-08-31 00:00:00+00:00,5,5,21,8
2025-09-01 00:00:00+00:00,1,1,35,10
2025-09-02 00:00:00+00:00,3,3,44,7
2025-09-03 00:00:00+00:00,2,2,24,8
2025-09-04 00:00:00+00:00,5,5,33,7
2025-09-05 00:00:00+00:00,1,1,29,6
